DHSID,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,BUFF_DIST,intersect_count,area_overlap,percent_overlap,area_by_count,nearest_concession,area_overlap_dissolved,percent_overlap_dissolved,total_dist,avg_dist
LB201100000025,2011,U,5.879942,-10.032227,9999,12,WGS84,2000,0,0,0,0,143,0,0,82913687,139116.9245
LB201100000027,2011,U,5.880074,-10.02405,9999,12,WGS84,2000,0,0,0,0,286,0,0,82851155,139012.005
LB201100000047,2011,U,6.063443,-8.123786,9999,205,WGS84,2000,0,0,0,0,83,0,0,124741394,209297.6409
LB201100000052,2011,R,6.011002,-7.889444,9999,230,WGS84,5000,0,0,0,0,564,0,0,136568506,229141.7886
LB201100000075,2011,U,4.394175,-7.717576,9999,7,WGS84,2000,0,0,0,0,220,0,0,191560404,321410.0738
LB201100000076,2011,U,4.373476,-7.715768,9999,7,WGS84,2000,0,0,0,0,220,0,0,192604988,323162.7315
LB201100000077,2011,U,4.367325,-7.726634,9999,7,WGS84,2000,0,0,0,0,220,0,0,192433631,322875.2198
LB201100000090,2011,U,6.269368,-10.723475,9999,21,WGS84,2000,0,0,0,0,573,0,0,86361128,144901.2215
LB201100000091,2011,U,6.275037,-10.704539,9999,9,WGS84,2000,0,0,0,0,579,0,0,85614047,143647.7299
LB201100000092,2011,U,6.271702,-10.668128,9999,14,WGS84,2000,0,0,0,0,579,0,0,84516653,141806.4648
LB201100000093,2011,U,6.288494,-10.664173,9999,32,WGS84,2000,0,0,0,0,211,0,0,84060863,141041.7164
LB201100000094,2011,U,6.306825,-10.667204,9999,31,WGS84,2000,0,0,0,0,211,0,0,83807169,140616.0554
LB201100000095,2011,U,6.308266,-10.691296,9999,14,WGS84,2000,0,0,0,0,579,0,0,84535628,141838.302
LB201100000097,2011,U,6.280884,-10.707638,9999,18,WGS84,2000,0,0,0,0,579,0,0,85597475,143619.9245
LB201100000098,2011,U,6.320711,-10.718095,9999,7,WGS84,2000,0,0,0,0,155,0,0,85175957,142912.6795
LB201100000099,2011,U,6.318949,-10.734884,9999,6,WGS84,2000,0,0,0,0,155,0,0,85772358,143913.3523
LB201100000101,2011,U,6.354223,-10.747136,9999,10,WGS84,2000,0,0,0,0,155,0,0,85560702,143558.2248
LB201100000104,2011,U,6.328811,-10.796716,9999,5,WGS84,2000,0,0,0,0,155,0,0,87795386,147307.6946
LB201100000106,2011,U,6.331658,-10.798669,9999,5,WGS84,2000,0,0,0,0,155,0,0,87816613,147343.3104
LB201100000107,2011,U,6.302866,-10.800256,9999,18,WGS84,2000,0,0,0,0,573,0,0,88418995,148354.0185
LB201100000108,2011,U,6.302799,-10.800261,9999,12,WGS84,2000,0,0,0,0,573,0,0,88420480,148356.5101
LB201100000109,2011,U,6.298978,-10.777509,9999,6,WGS84,2000,0,0,0,0,573,0,0,87655707,147073.3339
LB201100000110,2011,U,6.283905,-10.770282,9999,12,WGS84,2000,0,0,0,0,573,0,0,87695262,147139.7013
LB201100000111,2011,U,6.301051,-10.765468,9999,11,WGS84,2000,0,0,0,0,573,0,0,87181020,146276.8792
LB201100000112,2011,U,6.285197,-10.748157,9999,10,WGS84,2000,0,0,0,0,573,0,0,86884729,145779.7466
LB201100000121,2011,U,6.956974,-8.821198,9999,244,WGS84,2000,0,0,0,0,466,0,0,101934799,171031.5419
LB201100000127,2011,R,6.938927,-8.872958,9999,250,WGS84,5000,0,0,0,0,504,0,0,99760155,167382.8104
LB201100000129,2011,U,5.479295,-9.597786,9999,0,WGS84,2000,0,0,0,0,572,0,0,96150036,161325.5638
LB201100000130,2011,U,5.482325,-9.590078,9999,6,WGS84,2000,0,0,0,0,17,0,0,96057198,161169.7953
LB201300000001,2013,U,6.061225,-8.126948,220,215,WGS84,2000,0,0,0,0,83,0,0,124603314,209065.9631
LB201300000007,2013,U,5.485755,-9.585899,9,9,WGS84,2000,0,0,0,0,17,0,0,95939633,160972.5386
LB201300000011,2013,U,6.276699,-10.734647,10,8,WGS84,2000,0,0,0,0,573,0,0,86590345,145285.8138
LB201300000019,2013,U,6.299669,-10.767715,14,9,WGS84,2000,0,0,0,0,573,0,0,87288554,146457.3054
LB201300000024,2013,U,6.281789,-10.667735,23,11,WGS84,2000,0,0,0,0,579,0,0,84302449,141447.0621
LB201300000040,2013,U,7.01617,-9.572166,266,259,WGS84,2000,0,0,0,0,525,0,0,83050041,139345.7064
LB201300000063,2013,U,6.318875,-10.698485,25,20,WGS84,2000,0,0,0,0,530,0,0,84569894,141895.7953
LB201300000067,2013,R,7.076054,-9.103861,278,288,WGS84,5000,0,0,0,0,87,0,0,95515598,160261.0705
LB201300000088,2013,U,6.294935,-10.787908,11,9,WGS84,2000,0,0,0,0,573,0,0,88115947,147845.5487
LB201300000098,2013,U,7.005866,-9.32345,272,271,WGS84,2000,0,0,0,0,52,0,0,87996087,147644.4413
LB201300000099,2013,R,6.603293,-8.517871,243,237,WGS84,5000,0,0,0,0,96,0,0,108443174,181951.6342
LB201300000118,2013,U,6.335529,-10.746899,8,7,WGS84,2000,0,0,0,0,155,0,0,85880775,144095.2601
LB201300000119,2013,U,4.384796,-7.710281,5,7,WGS84,2000,0,0,0,0,220,0,0,192309269,322666.5587
LB201300000127,2013,U,6.314164,-10.801739,45,25,WGS84,2000,0,0,0,0,573,0,0,88257123,148082.4211
LB201300000128,2013,U,6.318369,-10.717134,9999,6,WGS84,2000,0,0,0,0,155,0,0,85187273,142931.6661
LB201300000130,2013,R,7.005451,-9.06156,267,269,WGS84,5000,0,0,0,0,87,0,0,95098157,159560.6661
LB201300000144,2013,U,4.3966,-7.705964,17,10,WGS84,2000,0,0,0,0,220,0,0,191944021,322053.7265
LB201300000146,2013,U,6.272873,-10.749918,9,5,WGS84,2000,0,0,0,0,573,0,0,87198211,146305.7232
LB201300000147,2013,R,8.427801,-9.906957,529,533,WGS84,5000,0,0,0,0,232,0,0,142305944,238768.3624
LB201300000160,2013,R,7.063654,-9.167816,257,260,WGS84,5000,0,0,0,0,52,0,0,93396069,156704.8138
LB201300000164,2013,U,6.28543,-10.764818,15,10,WGS84,2000,0,0,0,0,573,0,0,87468377,146759.0218
LB201300000168,2013,R,7.122537,-8.641613,343,345,WGS84,5000,0,0,0,0,87,0,0,112356130,188516.9966
LB201300000178,2013,U,6.296901,-10.687156,36,29,WGS84,2000,0,0,0,0,579,0,0,84619093,141978.344
LB201300000182,2013,U,5.46339,-9.580082,10,3,WGS84,2000,0,0,0,0,572,0,0,96820804,162451.0134
LB201300000198,2013,U,6.299233,-10.678838,32,15,WGS84,2000,0,0,0,0,579,0,0,84311437,141462.1426
LB201300000199,2013,U,6.281188,-10.683384,24,19,WGS84,2000,0,0,0,0,579,0,0,84806486,142292.7617
LB201300000200,2013,U,8.416974,-9.755452,550,547,WGS84,2000,0,0,0,0,232,0,0,142217679,238620.2668
LB201300000210,2013,U,6.334804,-10.724916,40,8,WGS84,2000,0,0,0,0,155,0,0,85148212,142866.1275
LB201300000212,2013,U,7.04467,-8.624423,351,344,WGS84,2000,0,0,0,0,87,0,0,111207407,186589.6091
LB201300000213,2013,U,6.249831,-10.68202,18,9,WGS84,2000,0,0,0,0,579,0,0,85412011,143308.7433
LB201300000223,2013,U,5.899283,-10.017077,18,11,WGS84,2000,0,0,0,0,233,0,0,82219504,137952.1879
LB201300000227,2013,U,6.344525,-10.746238,17,4,WGS84,2000,0,0,0,0,155,0,0,85697793,143788.2433
LB201300000241,2013,U,6.362677,-10.732283,9,3,WGS84,2000,0,0,0,0,530,0,0,84915839,142476.2399
LB201300000242,2013,U,8.433018,-9.746245,551,547,WGS84,2000,0,0,0,0,232,0,0,143205620,240277.8859
LB201300000261,2013,U,4.371542,-7.713492,9,6,WGS84,2000,0,0,0,0,220,0,0,192792283,323476.9849
LB201300000263,2013,U,6.317334,-10.726645,50,8,WGS84,2000,0,0,0,0,155,0,0,85523772,143496.2617
LB201300000274,2013,U,6.269925,-10.682867,14,11,WGS84,2000,0,0,0,0,579,0,0,85017637,142647.0419
LB201300000285,2013,R,6.928918,-8.836057,243,244,WGS84,5000,0,0,0,0,504,0,0,100847343,169206.9513
LB201300000296,2013,R,6.800138,-9.729485,231,229,WGS84,5000,0,0,0,0,514,0,0,76482446,128326.2517
LB201300000317,2013,U,6.291992,-10.713037,42,6,WGS84,2000,0,0,0,0,573,0,0,85554676,143548.1141
